gene	uemd
CBFA2T3	0
CBFB	0.901120211836426
CBL	0
CBLB	0
CBLC	0
CBLIF	0
CBLL2	0
CBLN4	0
CBWD1	0
CBX2	0
CBX3	0
CBX8	0
CBY1	0.0237765712646821
CC2D1A	0
CC2D1B	0
CC2D2A	0
CC2D2B	0
CCAR1	0.355822333535653
CCAR2	0
CCDC102B	0
CCDC103	0.0638035510615166
CCDC105	0
CCDC106	0
CCDC110	0
CCDC112	0.0455921881982564
CCDC114	0
CCDC116	0
CCDC12	0
CCDC120	0.41231732776618
CCDC124	0.000245119291388476
CCDC127	0
CCDC13	0
CCDC136	0
CCDC138	0.000181755120825468
CCDC14	0
CCDC141	0
CCDC142	0
CCDC144A	0
CCDC144NL	0
CCDC146	0
CCDC148	0
CCDC15	0
CCDC150	0
CCDC151	0
CCDC153	0
CCDC154	0
CCDC155	0
CCDC158	0
CCDC159	0
CCDC166	0
CCDC168	0
CCDC17	0
CCDC170	0
CCDC171	0
CCDC172	0.211502097687542
CCDC173	0
CCDC178	0
CCDC18	0
CCDC180	0.000245119291388476
CCDC181	0
CCDC183	0
CCDC185	0
CCDC186	0
CCDC189	0
CCDC191	0
CCDC198	0
CCDC22	0.103340292275574
CCDC24	0
CCDC27	0.000490238582776951
CCDC28B	0
CCDC30	0
CCDC33	0
CCDC34	0
CCDC38	0
CCDC39	0
CCDC40	0
CCDC42	0
CCDC43	0
CCDC47	0
CCDC50	0
CCDC51	0
CCDC57	0
CCDC6	0
CCDC60	0
CCDC61	0
CCDC62	0
CCDC63	0
CCDC65	0
CCDC66	0
CCDC68	0
CCDC7	0
CCDC70	0
CCDC73	0
CCDC74A	0
CCDC74B	0.000644480313752693
CCDC77	0
CCDC78	0
CCDC8	0
CCDC80	0.000826235434578161
CCDC81	0
CCDC82	0.00979560052558909
CCDC83	0
CCDC84	0
CCDC85A	0
CCDC87	0
CCDC88A	0
CCDC88C	0
CCDC89	0
CCDC90B	0
CCDC91	0
CCDC92	0
CCDC93	0
CCDC96	0
CCDC9B	0
CCER1	0
CCIN	0
CCK	0
CCKAR	0
CCKBR	0
CCL13	0
CCL15	0
CCL2	0.102296450939457
CCL20	0.000245119291388476
CCL21	0.0246661708698233
CCL28	0.0246661708698233
CCM2	0
CCN1	0
CCN4	0
CCN5	0
CCN6	0
CCNA2	9.08775604127341e-05
CCNB1	0
CCNB1IP1	0
CCNB3	0.815240083507308
CCNC	0.103340292275574
CCND3	0.103340292275574
CCNDBP1	0
CCNE1	0
CCNF	0
CCNG2	0.000245119291388476
CCNH	0
CCNI2	0
CCNK	0
CCNL2	0
CCNT1	0.141615586251976
CCNT2	0
CCNY	0
CCP110	0
CCPG1	0
CCR1	0.127607102123033
CCR2	0
CCR7	0.189322970512316
CCR9	0
CCRL2	0
CCS	0
CCSER1	0
CCSER2	0
CCT2	0
CCT3	0
CCT4	0
CCT5	0
CCT6A	0
CCT6B	0
CCT7	0
CCT8	0
CCT8L2	0
CD101	0
CD109	0
CD151	0
CD163	0
CD163L1	0
CD164L2	0
CD180	0
CD19	0
CD1A	0
CD1B	0.112337170756435
CD1C	0.151873911970492
CD1D	0
CD1E	0
CD2	0
CD200R1	0.150339832051598
CD200R1L	9.08775604127341e-05
CD207	0
CD22	0
CD226	0
CD244	0
CD248	0
CD276	0
CD28	0
CD300A	0
CD300E	0
CD300LF	0
CD300LG	0
CD33	0
CD34	0
CD36	0
CD38	0.0332636883283199
CD3E	0.00890600092044793
CD4	0
CD40	0
CD40LG	0.103340292275574
CD46	0
CD48	0
CD53	0.0455921881982564
CD55	0
CD58	0.000245119291388476
CD59	0.0599366691790005
CD5L	0
CD63	0
CD68	0
CD70	0
CD72	0
CD79B	0
CD83	0
CD84	0
CD86	0
CD8A	0
CD9	0.167143843337091
CD93	0
CD96	0
CD99	0.305845511482254
CDADC1	0.000581116143189685
CDC123	0
CDC14A	0
CDC14B	0
CDC14C	0
CDC16	0
CDC20	0
CDC25A	0
CDC25B	0
CDC25C	0
CDC27	0
CDC37	0
CDC37L1	0.000490238582776951
CDC40	0.00890600092044793
CDC42BPA	0.0497317027620108
CDC42BPB	0
CDC42BPG	0
CDC42EP1	0
CDC42EP2	0
CDC45	0
CDC5L	0.0649290988280963
CDC7	0
CDC73	0.231746116443336
CDCA2	0
CDCA3	0
CDCA4	0
CDCA7	0
CDCA7L	9.08775604127341e-05
CDCP1	0
CDH1	0.00180671260013206
CDH10	0.365463692330268
CDH11	0
CDH12	0
CDH15	0
CDH16	0
CDH17	0.000181755120825468
CDH18	0
CDH19	0
CDH2	0
CDH20	0.165202065004969
CDH22	0
CDH23	0
CDH24	0
CDH26	0
CDH4	0
CDH5	0
CDH6	0
CDH7	0
CDH8	0
CDH9	0
CDHR1	0
CDHR2	0
CDHR3	0
CDHR4	0
CDIP1	0.0246661708698233
CDK1	0.000245119291388476
CDK11A	0
CDK11B	0
CDK12	0
CDK13	0
CDK14	0
CDK15	0
CDK16	0.206680584551149
CDK17	0
CDK18	0
CDK19	0.357910016207887
CDK2AP2	0
CDK4	0
CDK5	0.126563260786916
CDK5RAP1	0
CDK5RAP2	0
CDK5RAP3	0
CDK6	0.0237765712646821
CDK7	0.0088151233600352
CDK8	0
CDKAL1	0
CDKL1	0
CDKL3	0
CDKL4	0
CDKL5	0.298538622129436
CDKN2AIP	0
CDO1	0
CDON	0
CDR1	0.103340292275574
CDR2	0
CDRT1	0
CDS1	0
CDS2	0.127607102123033
CDT1	0
CDX2	0
CDX4	0.103340292275574
CDYL	0.0332636883283199
CDYL2	0.00979560052558909
CEACAM1	0
CEACAM16	0
CEACAM18	0
CEACAM19	0
CEACAM20	0
CEACAM21	0
CEACAM3	0
CEACAM4	0
CEACAM5	0
CEBPZ	0
CECR2	0
CELA1	0
CELA2B	0
CELA3A	0
CELA3B	0
CELF1	0
CELF2	0.149786229298259
CELF3	0.0232863326819052
CELF4	0
CELSR1	0
CELSR2	0
CELSR3	0
CEMIP	0
CEMP1	0.000644480313752693
CEND1	0
CENPC	0
CENPE	0
CENPF	0
CENPI	0.103340292275574
CENPJ	0
CENPK	9.08775604127341e-05
CENPL	0.0421605181188178
CENPN	0
CENPO	0
CEP104	0
CEP112	0
CEP120	0
CEP126	0
CEP128	0
CEP131	0
CEP135	0
CEP152	0
CEP162	0
CEP164	0
CEP170	0
CEP170B	0
CEP192	0
CEP250	0
CEP290	0
CEP295	0
CEP350	0
CEP41	0
CEP44	0
CEP57	0
CEP57L1	0
CEP63	0
CEP68	0
CEP70	0.00255874525602461
CEP72	0
CEP76	0
CEP78	0
CEP85	0
CEP85L	0
CEP89	0
CEP95	0
CEP97	0
CEPT1	0
CER1	0.120699573792579
CERKL	0
CERS2	0
CERS3	0
CERS5	0
CERS6	0
CERT1	0
CES1	0
CES2	0
CES5A	0
CETP	0
CFAP157	0
CFAP161	0.000245119291388476
CFAP20	0.0638035510615166
CFAP206	0
CFAP299	0
CFAP300	0
CFAP36	0
CFAP43	0
CFAP44	0
CFAP45	0
CFAP46	0
CFAP47	0.818371607515659
CFAP52	0
CFAP53	0
CFAP54	0
CFAP57	0
CFAP58	0
CFAP61	0
CFAP65	0
CFAP69	0
CFAP70	0
CFAP74	0
CFB	0
CFDP1	0
CFH	0
CFHR1	0
CFHR2	0
CFHR4	0
CFHR5	0.106473483762098
CFP	0.310020876826722
CFTR	0
CGAS	0
CGB1	0
CGB2	0
CGN	0
CGNL1	0
CGREF1	0
CH25H	0
CHAC2	0.0638035510615166
CHAF1A	0
CHAMP1	0
CHAT	0
CHCHD2	0.079174364857564
CHCHD3	0
CHCHD5	0
CHCHD6	9.08775604127341e-05
CHD1	0
CHD1L	0
CHD2	0
CHD3	0
CHD4	0.346471115943093
CHD5	0
CHD6	0
CHD7	0
CHD8	0
CHD9	0
CHEK1	0
CHEK2	0
CHERP	0
CHFR	0
CHGB	0
CHI3L1	0
CHI3L2	0
CHIA	0
CHIC1	0.103340292275574
CHIC2	0.206680584551149
CHIT1	0
CHKB	0
CHL1	0
CHM	0.512526096033404
CHML	0
CHMP4C	0
CHMP6	0
CHMP7	0.00979560052558909
CHN1	0.239944272879468
CHN2	0.0242668098474591
CHORDC1	0
CHP1	0.0246661708698233
CHP2	0
CHPT1	0
CHRD	0
CHRDL1	0.206680584551149
CHRFAM7A	0
CHRM1	0
CHRM2	0
CHRM3	0
CHRM4	0
CHRM5	0
CHRNA1	0
CHRNA10	0
CHRNA3	0.000245119291388476
CHRNA4	0
CHRNA5	0.00890600092044793
CHRNA6	0
CHRNA9	0
CHRNB2	0.0728004295423772
CHRNB4	0
CHRND	0
CHRNE	0
CHRNG	0
CHST1	0
CHST11	0
CHST15	0
CHST2	0
CHST3	0
CHST4	0
CHST5	0
CHST8	0
CHST9	0
CHSY1	0
CHSY3	0
CHTF18	0
CHUK	0
CIAO1	0.0240216905560706
CIAO2A	0.310020876826722
CIAO2B	0.103340292275574
CIAO3	0
CIART	0.00104384133611691
CIB2	0.0638035510615166
CIB3	0
CIB4	0
CIC	0
CIITA	0
CILP	0
CINP	0.000245119291388476
CIPC	0
CIR1	0
CIRBP	0
CISD3	0
CIT	0
CITED1	0.206680584551149
CKAP2	0
CKAP2L	0.00033599685180121
CKAP4	0
CKAP5	0
CKM	0
CKMT1A	0
CKMT1B	0.000245119291388476
CKMT2	0
CLASP1	0
CLASP2	0
CLASRP	0
CLC	0
CLCA1	0
CLCA2	0
CLCA4	0
CLCC1	0
CLCN1	0
CLCN3	0.0179937569617213
CLCN4	0.206680584551149
CLCN6	0
CLCN7	0
CLCNKA	0
CLCNKB	0
CLDN10	0
CLDN11	0
CLDN12	0
CLDN14	0
CLDN15	0
CLDN16	0
CLDN17	0
CLDN18	0.00939623950322488
CLDN2	0.103340292275574
CLDN22	0
CLDN4	0
CLDN6	0
CLEC10A	0
CLEC11A	0
CLEC14A	0
CLEC16A	0
CLEC17A	0
CLEC2A	0
CLEC2B	0
CLEC4A	0.0320739426520907
CLEC4C	0
CLEC4D	0.0480433811121412
CLEC4F	0
CLEC4G	0
CLEC4M	0
CLEC5A	0
CLEC6A	0.0618701101202586
CLECL1	0
CLGN	0
CLHC1	0
CLIC1	0.000245119291388476
CLIC2	0.10125260960334
CLIC4	0
CLIC6	0
CLINT1	9.08775604127341e-05
CLIP1	0
CLIP2	0
CLIP3	0
CLIP4	0
CLK1	0
CLK2	0
CLK3	0
CLK4	0
CLMN	0
CLN3	0.00899687848086066
CLN5	0
CLNK	0
CLPB	0
CLPTM1	0
CLPTM1L	0
CLPX	0
CLRN1	0.0560697872964843
CLRN2	0
CLRN3	0
CLSPN	0
CLSTN1	0
CLSTN2	0
CLSTN3	0
CLTC	0
CLTCL1	0
CLTRN	0.206680584551149
CLU	0
CLUAP1	0.0322556977729162
CLUH	0
CLUL1	0
CLYBL	0
CMAS	0.225728187718023
CMIP	0
CMKLR1	0
CMSS1	0
CMTM5	0.0470629039465873
CMTM7	0.0246661708698233
CMTR1	0.0960867622242824
CMTR2	0
CMYA5	0
CNBD1	0
CNDP1	0
CNDP2	0
CNGA1	0
CNGA2	0.103340292275574
CNGA3	0
CNGA4	0
CNGB1	0
CNGB3	0
CNIH4	0.0638035510615166
CNKSR1	0
CNKSR2	0.515657620041754
CNKSR3	0
CNMD	0.0871807613038345
CNN1	0.0475531425293642
CNN2	0
CNN3	0.16401231932874
CNNM1	0
CNNM2	0
CNOT1	0.290474697686207
CNOT10	0
CNOT11	0
CNOT2	0.288242778152034
CNOT3	0.000181755120825468
CNOT4	0
CNOT6	0
CNOT6L	0
CNOT8	0.00899687848086066
CNOT9	0.0865362809900818
CNP	0
CNPPD1	0
CNPY1	0.0242668098474591
CNPY2	0
CNPY3	0
CNR1	0.00899687848086066
CNR2	0
CNRIP1	0.0235314519732936
CNST	0
CNTD1	0
CNTFR	0
CNTLN	0
CNTN1	0
CNTN2	0
CNTN3	0
CNTN4	0
CNTN5	0
CNTN6	0
CNTNAP1	0
CNTNAP3	0
CNTNAP4	0
CNTNAP5	0
CNTRL	0
CNTROB	0
COA1	0.0242668098474591
COA4	0.000245119291388476
COA6	0.127361982831645
COBL	0
COBLL1	0
COG1	0
COG2	0
COG3	0
COG4	0
COG5	0
COG6	0
COG7	0
COL10A1	0
COL11A1	0
COL11A2	0
COL12A1	0
COL13A1	0
COL14A1	0
COL15A1	0
COL16A1	0
COL17A1	0
COL18A1	0
COL19A1	0
COL1A1	0
COL1A2	0
COL20A1	0
COL22A1	0
COL23A1	0
COL24A1	0
COL25A1	0
COL27A1	0
COL28A1	0
COL2A1	0
COL3A1	0
COL4A1	0
COL4A2	0
COL4A3	0
COL4A4	0
COL4A5	0.92275574112735
COL4A6	0.620041753653444
COL5A1	0
COL5A2	0
COL5A3	0
COL6A1	0
COL6A2	0
COL6A3	0
COL6A5	0
COL6A6	0
COL7A1	0
COL8A1	0
COL8A2	0
COL9A1	0
COL9A2	0
COL9A3	0
COLEC11	0
COLEC12	0
COLGALT1	0
COLGALT2	0
COLQ	0
COMMD1	0
COMMD10	0
COMMD2	0
COMMD3	0.0981210855949897
COMMD4	0.0731997905647415
COMMD6	0
COMMD7	0.0880703609089756
COMMD9	0
COMP	0
COP1	0
COPA	0.0658553829530372
COPB1	0
COPB2	0
COPG1	0
COPG2	0
COPS2	0.0642029120838808
COPS3	0.215677463032009
COPS6	0.0631590707477639
COPS7B	0.000644480313752693
COPS8	0.0242668098474591
COQ10A	0
COQ10B	0.0242668098474591
COQ3	0
COQ4	0
COQ6	0
COQ8A	0
CORIN	0
CORO1B	0
CORO1C	0
CORO2A	0
CORO2B	0
COX10	0
COX15	0.191165533893161
COX20	0
COX5A	0
COX6A1	0
COX7A2L	0.0242668098474591
CP	0
CPA1	0.121334049237296
CPA2	0
CPA4	0
CPA6	0
CPAMD8	0
CPB1	0.127607102123033
CPB2	0
CPD	0
CPE	0
CPEB1	0
CPEB2	0
CPEB3	0
CPED1	0
CPLANE1	0
CPM	0
CPN1	0.0579298591981432
CPN2	0
CPNE1	0
CPNE2	0
CPNE3	0
CPNE4	0
CPNE5	0
CPNE6	0
CPNE7	0
CPNE8	0
CPOX	0
CPQ	0
CPS1	0.374462238289301
CPSF1	0
CPSF2	0
CPSF3	0.111846932173658
CPSF4	0
CPSF6	0.106074122739733
CPSF7	0
CPT1A	0
CPT1B	0
CPT1C	0
CPT2	0
CPVL	0
CPXCR1	0.206680584551149
CPXM1	0
CPXM2	0
CPZ	0
CR1	0
CR2	0
CRABP1	0.0242668098474591
CRACR2B	0
CRAMP1	0
CRAT	0
CRB1	0
CRB2	0
CREB1	0
CREB3	0.000644480313752693
CREB3L1	0
CREB3L2	0
CREB3L3	0
CREB3L4	0
CREB5	0
CREBBP	0
CREBL2	0.202505219206681
CREBRF	0
CRELD1	0.000245119291388476
CRELD2	0
CREM	0
CRHBP	0
CRHR2	0
CRIM1	0
CRISP1	0
CRISPLD1	0
CRISPLD2	0
CRK	0.0242668098474591
CRKL	0
CRLF1	0
CRLF3	0
CRLS1	0
CRMP1	0.175096880481834
CRNKL1	0
CRNN	0
CROCC	0
CROT	0
CRP	0
CRTAC1	0
CRTAM	0
CRTAP	0
CRTC2	0
CRTC3	0
CRYBA4	0.0250655318921875
CRYBB1	0
CRYBB3	0
CRYBG1	0
CRYBG2	0
CRYBG3	0
CRYGA	0
CRYGB	0
CRYGC	0
CRYGD	0
CRYL1	0
CRYM	0
CRYZL1	0.00899687848086066
CS	0.0242668098474591
CSAG1	0
CSAG3	0
CSDE1	0.00420287873431738
CSE1L	0
CSF1	0
CSF1R	0
CSF2RA	0.10125260960334
CSF2RB	0
CSF3	0.000245119291388476
CSF3R	0
CSGALNACT1	0
CSGALNACT2	0
CSH2	0
CSMD1	0
CSMD2	0
CSMD3	0
CSN1S1	0.00104384133611691
CSNK1A1	0.102296450939457
CSNK1A1L	0.0340624103730483
CSNK1G2	0
CSNK1G3	0
CSNK2A1	0.0237765712646821
CSNK2A2	0
CSNK2B	0.103340292275574
CSPG4	0
CSPG5	0
CSPP1	0
CSRNP2	0
CSRNP3	0
CST1	0
CST3	0
CST5	0
CSTF1	0
CSTF2	0.103340292275574
CSTF2T	0
CSTF3	0.453943419130643
CT47B1	0.191022964509395
CT83	0.103340292275574
CTAGE1	0
CTAGE6	0
CTAGE9	0
CTBP1	0
CTC1	0
CTCF	0.787185596990535
CTCFL	0
CTDP1	0
CTDSP1	0
CTDSPL	0.110158610523788
CTNNA1	0
CTNNA2	0
CTNNA3	0
CTNNAL1	0
CTNNB1	0.0892684439760683
CTNNBL1	0
CTNND1	0
CTNND2	0
CTPS1	0.0670084441094666
CTR9	0.000735357874165427
CTRB1	0
CTRC	0
CTRL	0
CTSB	0
CTSE	0
CTSF	0
CTSG	0
CTSL	0
CTSO	0
CTSS	0.0871807613038345
CTSV	0
CTSZ	0.0880703609089756
CTTN	0
CTTNBP2	0
CTTNBP2NL	0
CTU2	0
CUBN	0
CUEDC1	0
CUL1	0.19141065318455
CUL2	0.0485336196949181
CUL3	0.291619421451773
CUL4A	0
CUL4B	0.206680584551149
CUL5	0.0638035510615166
CUL7	0
CUL9	0
CUX1	0
CUX2	0
CUZD1	0
CWC22	0
CWC25	0
CWC27	0
CWF19L1	0
CWF19L2	0
CWH43	0.0256274720363911
CX3CR1	0
CXCL16	0
CXCL17	0.000245119291388476
CXCL6	0
CXCR1	0
CXCR3	0.310020876826722
CXCR4	0.0480433811121412
CXCR5	0
CXCR6	0
CXorf21	0.204592901878915
CXorf38	0.102296450939457
CXorf40A	0.206680584551149
CXorf58	0.197286012526096
CXorf65	0.506263048016702
CXorf66	0.103340292275574
CYB561	0
CYB561D2	0
CYB5D1	0
CYB5R1	0
CYB5R4	0
CYBC1	0.0240216905560706
CYBRD1	0.0416702795360408
CYFIP1	0
CYFIP2	0
CYGB	0.000245119291388476
CYHR1	0.00979560052558909
CYLC1	0.413361169102297
CYLC2	0
CYLD	0
CYP11A1	0
CYP11B1	0
CYP11B2	0
CYP17A1	0
CYP1A2	0
CYP1B1	0
CYP20A1	0
CYP21A2	0
CYP24A1	0
CYP26A1	0
CYP26B1	0
CYP27A1	0
CYP27B1	0
CYP27C1	0
CYP2A13	0
CYP2B6	0
CYP2C19	0
CYP2C8	0
CYP2C9	0
CYP2D6	0
CYP2E1	0
CYP2F1	0
CYP2J2	0
CYP2S1	0
CYP2W1	0
CYP39A1	0
CYP3A4	0
CYP3A43	0
CYP3A5	0
CYP4A11	0
CYP4B1	0
CYP4F11	0
CYP4F12	0
CYP4F2	0
CYP4F22	0
CYP4F3	0
CYP4V2	0
CYP4X1	0
CYP4Z1	0
CYP51A1	0
CYP7B1	0
CYP8B1	0
CYSLTR1	0.413361169102297
CYSLTR2	0
CYSTM1	0.000245119291388476
CYTH2	0
CYTH3	0
CYTH4	0.0880703609089756
CYTIP	0
DAAM1	0
DAAM2	0
DAB1	0
DAB2	0
DAB2IP	0
DACH1	0
DACH2	0.299582463465553
DACT1	0
DACT2	0
DACT3	0
DAD1	0.0242668098474591
DAGLA	0
DAGLB	0
DALRD3	0.136358861312505
DAND5	0
DAOA	0
DAP	0
DAP3	0
DAPK1	0
DAPK2	0
DAPP1	0.0220607362249628
DARS	0
DARS2	0
DAXX	0
DAZAP1	0
DBF4	0
DBH	0
DBI	0.0612256298065059
DBN1	0
DBR1	0
DBX2	0.00137983818791812
DCAF1	0.0438580108986373
DCAF11	0
DCAF12	0.0242668098474591
DCAF12L1	0.310020876826722
DCAF12L2	0.310020876826722
DCAF17	0.136113742021117
DCAF4L1	0
DCAF4L2	0.176140721817951
DCAF5	0
DCAF6	0
DCAF7	0.0638035510615166
DCAF8	0
DCAF8L1	0.516701461377871
DCAF8L2	0
DCBLD1	0
DCBLD2	0
DCC	0
DCD	0
DCDC1	0
DCDC2B	0
DCHS1	0
DCHS2	0
DCK	0
DCLK1	0.0336630493506841
DCLK2	0
DCLRE1B	0
DCLRE1C	0
DCN	0
DCP1A	0
DCP1B	0
DCPS	0
DCST1	0
DCST2	0
DCSTAMP	0
DCT	0
DCTN1	0
DCTN2	0
DCTN4	9.08775604127341e-05
DCTN6	0.000245119291388476
DCUN1D1	0.0638035510615166
DCUN1D2	0.00939623950322488
DCUN1D4	0.0246661708698233
DCUN1D5	0.0638035510615166
DCX	0.0991649269311066
DDAH1	0.103340292275574
DDB1	0.269441961754721
DDB2	0
DDC	0.00899687848086066
DDHD1	0
DDHD2	0
DDI1	0.00033599685180121
DDI2	0.000889599605141169
DDIAS	0
DDIT4L	0
DDO	0
DDR1	0
DDR2	0.12173341025966
DDRGK1	0
DDX1	0
DDX10	0
DDX11	0
DDX17	0
DDX18	0
DDX20	0
DDX21	0
DDX23	0.0911843763965129
DDX24	0
DDX27	0
DDX31	0
DDX39A	0.0242668098474591
DDX3X	0.297494780793319
DDX4	0.000980477165553903
DDX41	0.278836533779773
DDX42	0
DDX43	0
DDX46	0.00817898043714606
DDX49	0
DDX5	0
DDX50	0
DDX51	0
DDX52	0
DDX53	0.206680584551149
DDX54	0
DDX55	0.00392190866221562
DDX56	0
DDX58	0
DDX59	0
DDX6	0.206680584551149
DDX60	0
DDX60L	0
DEAF1	0
DECR1	0
DECR2	0
DEF6	0
DEF8	0
DEFA4	0
DEFB112	0.00104384133611691
DEFB113	0.270484135612665
DEFB119	0
DEFB121	0.0246661708698233
DEFB125	0.086935642012446
DEFB127	0
DEFB129	0
DEGS1	0.0480433811121412
DEGS2	0
DEK	0.0475531425293642
DENND10	0
DENND11	0
DENND1A	0
DENND1B	0
DENND1C	0
DENND2A	0
DENND2C	0
DENND2D	0
DENND3	0
DENND4A	0
DENND4B	0
DENND4C	0
DENND5A	0
DENND5B	0.0917271405417301
DENND6A	0
DEPDC1	0.0883338224602639
DEPDC1B	0
DEPDC4	0
DEPDC5	0
DEPDC7	0
DEPTOR	0
DERL3	0
DET1	0
DEUP1	0.000245119291388476
DFFA	0.0862911616986933
DGAT2	0
DGCR2	0
DGCR8	0
DGKA	0
DGKB	0
DGKD	0
DGKE	0
DGKG	0
DGKH	0
DGKI	0.028588079532039
DGUOK	0.150339832051598
DHCR24	0
DHDDS	0
DHPS	0.15122943165674
DHRS12	0
DHRS13	0
DHRS2	9.08775604127341e-05
DHRS3	0
DHRS4	0
DHRS4L2	0
DHRS7B	0
DHRS7C	0
DHTKD1	0
DHX15	0.00890600092044793
DHX16	0
DHX29	0
DHX30	0
DHX32	0
DHX34	0
DHX36	0
DHX37	0
DHX38	0
DHX40	0
DHX57	0
DHX58	0
DHX8	0
DHX9	0.0434586498762731
DIAPH1	0
DIAPH2	0.515657620041754
DIAPH3	0
DICER1	0
DIDO1	0
DIP2A	0.128006463145397
DIP2B	0
DIP2C	0
DIPK1A	0
DIPK1B	0
DIPK1C	0
DIPK2A	0.000245119291388476
DIPK2B	0.103340292275574
DIRAS2	0.0880703609089756
DIS3	0
DIS3L	0
DIS3L2	0
DISC1	0
DISP1	0
DISP2	0
DISP3	0
DKC1	0.206680584551149
DKK2	0
DKK3	0.0888690829537041
DKK4	0
DKKL1	0
DLAT	0
DLC1	0
DLD	0
DLEC1	0
DLG1	0
DLG2	0
DLG3	0.206680584551149
DLG4	0
DLG5	0
DLGAP1	0
DLGAP2	0
DLGAP4	0.00125310984679211
DLGAP5	0
DLK1	0
DLL1	0
DLL3	0
DLL4	0
DLST	0
DLX2	0
DLX5	0.0493323417396466
DLX6	0
DMAC2	0
DMAP1	0
DMBT1	0
DMC1	0.0470629039465873
DMD	2.16910229645094
DMGDH	0
DMKN	0.000490238582776951
DMP1	0
DMPK	0
DMRT2	0
DMRT3	0
DMRTA1	0
DMRTC2	0
DMTF1	0
DMTN	0
DMWD	0
DMXL1	0
DMXL2	0
DNA2	0
DNAAF2	0
DNAAF3	0
DNAAF4	0
DNAAF5	0
DNAH1	0
DNAH10	0
DNAH11	0
DNAH12	0
DNAH14	0
DNAH17	0
DNAH2	0
DNAH3	0
DNAH5	0
DNAH6	0
DNAH7	0
DNAH8	0
DNAH9	0
DNAI1	0
DNAI2	0
DNAJA1	0.084511962488411
DNAJA3	0
DNAJA4	0
DNAJB1	0
DNAJB12	0
DNAJB13	0
DNAJB3	0
DNAJB4	0
DNAJB5	0.0433861145757602
DNAJB7	0
DNAJB8	9.08775604127341e-05
DNAJB9	0
DNAJC1	0
DNAJC10	0
DNAJC11	0
DNAJC13	0
DNAJC14	0
DNAJC16	0
DNAJC2	0
DNAJC21	0
DNAJC28	0.17693944386268
DNAJC3	0.112337170756435
DNAJC5	0.000644480313752693
DNAJC5B	0
DNAJC6	0
DNAJC7	0
DNAJC9	0
DNAL1	0.226526909762751
DNALI1	0
DNASE1L3	0
DNASE2	0
DNASE2B	0
DNER	0
DNHD1	0
DNM2	0
DNM3	0
DNMBP	0
DNMT1	0
DNMT3A	0.0728004295423772
DNMT3B	0
DNPEP	0
DNTT	0
DNTTIP1	0
DNTTIP2	0
DOC2A	0
DOCK1	0
DOCK10	0
DOCK11	0.930062630480168
DOCK2	0.230693937716356
DOCK3	0
DOCK4	0
DOCK5	0
DOCK6	0
DOCK7	0
DOCK8	0
DOCK9	0
DOK1	0
DOK2	0
DOK3	0
DOK4	0
DOK5	0
DOLK	0
DOLPP1	0.103340292275574
DONSON	0
DOP1A	0
DOP1B	0
DOT1L	0
DPAGT1	0
DPCD	0.0242668098474591
DPEP1	0
DPEP3	0
DPF1	0.0638035510615166
DPH1	0
DPH3	0
DPH6	0
DPM1	0.0728004295423772
DPP10	0
DPP3	0
DPP4	0.27988037511589
DPP6	0
DPP7	0
DPP8	0
DPP9	0
DPPA2	0.000644480313752693
DPPA3	0.00815146704729634
DPRX	0.0232863326819052
DPT	0
DPY19L1	0
DPY19L2	0
DPY19L3	0
DPY19L4	0
DPYS	0
DPYSL2	0
DPYSL3	0
DPYSL5	0
DQX1	0
DRAM1	0.00899687848086066
DRC1	0
DRC3	0
DRC7	0
DRD2	0
DRD3	0
DRD4	0
DRD5	0
DRG1	0.0242668098474591
DRG2	0
DRGX	0
DROSHA	0
DRP2	0.206680584551149
DSC1	0
DSC2	0
DSC3	0
DSCAM	0
DSCAML1	0
DSE	0
DSEL	0
DSG1	0
DSG2	0
DSG3	0
DSG4	0
DSN1	0
DSP	0
DSPP	0
DST	0
DSTYK	0
DTD1	0.0246661708698233
DTL	0
DTNA	0.00128896062750539
DTNB	0
DTNBP1	0
DTX1	0
DTX2	0
DTX3	0.14414014820546
DTX4	0
DTYMK	0
DUOX1	0
DUOX2	0
DUPD1	0
DUS1L	0
DUS2	0
DUS3L	0
DUSP1	0
DUSP10	0.132092618407625
DUSP15	0
DUSP16	0
DUSP18	0
DUSP19	0
DUSP2	0
DUSP21	0.100208768267224
DUSP26	0.0242668098474591
DUSP27	0
DUSP7	0.00979560052558909
DUSP9	0.103340292275574
DUT	0.000245119291388476
DUXA	0.000245119291388476
DVL2	0
DXO	0
DYDC1	0.165056160664857
DYM	0
DYNAP	0
DYNC1H1	0
DYNC1I1	0.0569493820325893
DYNC1I2	0
DYNC1LI1	0
DYNC1LI2	0
DYNC2H1	0
DYNC2LI1	0
DYNLT3	0.103340292275574
DYRK1A	0.199918960560806
DYRK1B	0
DYRK2	0
DYRK3	0
DYRK4	0
DYSF	0
DYTN	0
DZANK1	0
DZIP1	0
DZIP1L	0
DZIP3	0
E2F1	0
E2F3	0
E2F6	0
E2F7	0
E2F8	0
E4F1	0
EAF1	0
EAPP	0
EARS2	0
EBF1	0
EBF2	0
EBF3	0
EBF4	0
EBLN2	0
EBNA1BP2	0
EBP	0.103340292275574
EBPL	0.000245119291388476
ECD	0
ECE1	0
ECEL1	0.136603980603894
ECHDC1	0
ECHDC2	0
ECM1	0
ECM2	0
ECPAS	0
ECRG4	0.000644480313752693
